staff_id,department,current_role,current_skills,target_department,target_role,required_skills,seniority_years,recent_training_hours,performance_rating,avg_salary_usd,recent_ot_hours
STF-01127,Credit & Lending,Underwriter,"data_analytics,loan_underwriting,treasury_ops",Credit & Lending,Loan Officer,"data_analytics,credit_risk,aml_compliance,it_support",2.8,21.0,3,588.32,6.7
STF-01128,Private & Wealth,Private Banker,"customer_service,leadership",Private & Wealth,Private Banker,"sales_advisory,leadership,treasury_ops",2.9,19.0,3,868.71,7.3
STF-01129,Digital & IT,IT Support Analyst,"digital_banking,it_support,cybersecurity,data_analytics,treasury_ops",Digital & IT,Digital Banking Officer,"it_support,cybersecurity,digital_banking",2.3,15.0,3,716.76,14.7
STF-01130,Credit & Lending,Credit Analyst,"aml_compliance,data_analytics,loan_underwriting,credit_risk,branch_management",Credit & Lending,Underwriter,"data_analytics,loan_underwriting",0.4,13.0,3,531.79,4.6
STF-01131,Digital & IT,Digital Banking Officer,"cybersecurity,it_support,data_analytics",Digital & IT,Digital Banking Officer,"cybersecurity,data_analytics",3.5,13.0,2,762.59,10.3
STF-01132,Compliance & Risk,AML Investigator,"cybersecurity,credit_risk,sales_advisory",Credit & Lending,Underwriter,"data_analytics,credit_risk,branch_management",8.6,23.0,3,908.06,2.7
STF-01133,Retail Banking,Branch Officer,"customer_service,branch_management,teller_ops,sales_advisory,aml_compliance",Retail Banking,Branch Officer,"customer_service,branch_management,treasury_ops",3.5,8.0,3,697.84,5.9
STF-01134,Credit & Lending,Underwriter,"loan_underwriting,aml_compliance",Credit & Lending,Credit Analyst,"loan_underwriting,data_analytics",7.7,17.0,3,987.54,6.5
STF-01135,Treasury & Markets,FX Dealer,"credit_risk,data_analytics",Retail Banking,Branch Officer,"teller_ops,customer_service,branch_management,sales_advisory",5.8,16.0,3,869.83,9.9
STF-01136,Treasury & Markets,FX Dealer,"credit_risk,forex_ops,sales_advisory",Treasury & Markets,FX Dealer,"data_analytics,treasury_ops,loan_underwriting",4.7,15.0,3,528.27,8.8
STF-01137,Treasury & Markets,Treasury Analyst,"data_analytics,forex_ops,it_support",Treasury & Markets,Markets Associate,"data_analytics,credit_risk",8.9,25.0,3,893.13,12.7
STF-01138,Private & Wealth,Wealth Advisor,"customer_service,leadership,sales_advisory,wealth_management",Private & Wealth,Wealth Advisor,"customer_service,wealth_management",15.2,25.0,2,1150.36,10.1
STF-01139,Private & Wealth,Wealth Advisor,"sales_advisory,leadership",Credit & Lending,Lending Manager,"aml_compliance,credit_risk,leadership",3.6,21.0,3,615.2,3.6
STF-01140,Retail Banking,Teller,"sales_advisory,teller_ops,branch_management,customer_service",Retail Banking,Branch Officer,"customer_service,branch_management",6.4,19.0,4,889.08,9.2
STF-01141,Credit & Lending,Lending Manager,"aml_compliance,data_analytics,credit_risk,loan_underwriting",Treasury & Markets,FX Dealer,"credit_risk,data_analytics,forex_ops,loan_underwriting",3.7,12.0,3,630.66,10.8
STF-01142,Private & Wealth,Private Banker,"customer_service,wealth_management",Private & Wealth,Relationship Manager,"leadership,sales_advisory,customer_service",7.3,19.0,2,731.1,0.5
STF-01143,Private & Wealth,Wealth Advisor,"leadership,sales_advisory,customer_service,wealth_management",Compliance & Risk,Compliance Officer,"aml_compliance,cybersecurity",3.5,16.0,3,559.21,0.0
STF-01144,Private & Wealth,Relationship Manager,"leadership,customer_service",Private & Wealth,Relationship Manager,"wealth_management,sales_advisory,leadership",2.6,16.0,3,777.35,7.7
STF-01145,Credit & Lending,Underwriter,"loan_underwriting,credit_risk,aml_compliance,treasury_ops",Credit & Lending,Underwriter,"aml_compliance,data_analytics,credit_risk",2.6,23.0,3,648.01,8.3
STF-01146,Digital & IT,Digital Banking Officer,"it_support,cybersecurity,digital_banking,data_analytics",Credit & Lending,Underwriter,"credit_risk,data_analytics,sales_advisory",7.4,11.0,2,715.44,2.1
STF-01147,Retail Banking,Branch Supervisor,"customer_service,branch_management,teller_ops,sales_advisory,credit_risk",Retail Banking,Branch Officer,"customer_service,branch_management,teller_ops,sales_advisory",6.1,17.0,2,857.55,1.7
STF-01148,Compliance & Risk,AML Investigator,"leadership,credit_risk,cybersecurity,aml_compliance",Retail Banking,Branch Supervisor,"sales_advisory,branch_management,teller_ops",4.8,21.0,4,764.63,2.5
STF-01149,Private & Wealth,Relationship Manager,"customer_service,leadership,sales_advisory,wealth_management",Treasury & Markets,Markets Associate,"treasury_ops,forex_ops,credit_risk",0.8,13.0,2,792.01,10.7
STF-01150,Digital & IT,Digital Banking Officer,"data_analytics,it_support,cybersecurity",Retail Banking,Customer Service Rep,"teller_ops,sales_advisory,customer_service,leadership",5.9,16.0,3,669.91,1.0
STF-01151,Compliance & Risk,Risk Analyst,"cybersecurity,aml_compliance,treasury_ops",Compliance & Risk,Compliance Officer,"aml_compliance,credit_risk",15.3,19.0,3,1178.76,2.2
STF-01152,Treasury & Markets,Treasury Analyst,"forex_ops,credit_risk,data_analytics,treasury_ops,it_support",Treasury & Markets,FX Dealer,"credit_risk,treasury_ops,forex_ops,leadership",6.9,20.0,3,848.3,2.7
STF-01153,Credit & Lending,Loan Officer,"aml_compliance,data_analytics,loan_underwriting,credit_risk",Credit & Lending,Underwriter,"data_analytics,loan_underwriting,credit_risk,sales_advisory",1.0,24.0,4,662.43,3.9
STF-01154,Compliance & Risk,Compliance Officer,"cybersecurity,aml_compliance,forex_ops",Compliance & Risk,Compliance Officer,"cybersecurity,credit_risk",10.2,13.0,3,601.23,8.8
STF-01155,Retail Banking,Branch Supervisor,"sales_advisory,teller_ops,branch_management",Retail Banking,Branch Officer,"customer_service,teller_ops",5.0,20.0,3,723.89,4.7
STF-01156,Credit & Lending,Credit Analyst,"loan_underwriting,credit_risk,data_analytics",Retail Banking,Customer Service Rep,"branch_management,sales_advisory,it_support",4.0,22.0,3,734.51,8.3
STF-01157,Private & Wealth,Private Banker,"customer_service,leadership,wealth_management,aml_compliance",Private & Wealth,Wealth Advisor,"leadership,customer_service,sales_advisory",0.2,18.0,3,647.77,14.3
STF-01158,Treasury & Markets,Markets Associate,"credit_risk,treasury_ops,data_analytics,forex_ops",Treasury & Markets,Markets Associate,"forex_ops,data_analytics,credit_risk",10.1,26.0,4,719.54,1.2
STF-01159,Credit & Lending,Loan Officer,"data_analytics,credit_risk",Credit & Lending,Loan Officer,"data_analytics,loan_underwriting",0.2,17.0,3,866.79,9.7
STF-01160,Treasury & Markets,FX Dealer,"forex_ops,treasury_ops",Retail Banking,Branch Supervisor,"sales_advisory,customer_service,teller_ops,credit_risk",5.7,19.0,3,727.93,11.2
STF-01161,Compliance & Risk,Compliance Officer,"cybersecurity,aml_compliance",Private & Wealth,Private Banker,"customer_service,leadership,wealth_management",4.5,15.0,4,612.28,2.7
STF-01162,Private & Wealth,Private Banker,"leadership,customer_service,wealth_management,treasury_ops",Compliance & Risk,Compliance Officer,"aml_compliance,credit_risk",2.6,23.0,3,868.02,5.6
STF-01163,Treasury & Markets,Treasury Analyst,"treasury_ops,forex_ops,data_analytics",Treasury & Markets,Treasury Analyst,"forex_ops,credit_risk,treasury_ops",6.2,23.0,3,823.28,6.4
STF-01164,Private & Wealth,Private Banker,"sales_advisory,wealth_management,leadership",Credit & Lending,Lending Manager,"loan_underwriting,credit_risk",2.0,15.0,3,665.52,12.6
STF-01165,Retail Banking,Teller,"branch_management,sales_advisory,customer_service,teller_ops",Credit & Lending,Loan Officer,"loan_underwriting,data_analytics",2.9,15.0,4,812.66,5.8
STF-01166,Digital & IT,Digital Banking Officer,"it_support,cybersecurity,digital_banking,loan_underwriting",Compliance & Risk,Compliance Officer,"aml_compliance,cybersecurity,leadership",1.0,19.0,4,700.63,1.2
STF-01167,Credit & Lending,Credit Analyst,"data_analytics,aml_compliance,loan_underwriting",Private & Wealth,Private Banker,"sales_advisory,wealth_management,leadership,customer_service",5.2,20.0,3,790.23,5.3
STF-01168,Private & Wealth,Private Banker,"sales_advisory,wealth_management,customer_service,leadership",Private & Wealth,Wealth Advisor,"sales_advisory,leadership,customer_service",5.0,17.0,4,926.21,0.8
STF-01169,Treasury & Markets,Markets Associate,"treasury_ops,credit_risk,forex_ops",Digital & IT,IT Support Analyst,"cybersecurity,data_analytics",0.6,27.0,3,665.01,7.1
STF-01170,Retail Banking,Customer Service Rep,"customer_service,teller_ops",Retail Banking,Branch Supervisor,"customer_service,branch_management,sales_advisory,data_analytics",10.6,11.0,3,1086.54,6.6
STF-01171,Retail Banking,Branch Supervisor,"customer_service,sales_advisory,teller_ops",Digital & IT,Systems Administrator,"it_support,digital_banking,loan_underwriting",5.5,22.0,3,768.38,14.5
STF-01172,Credit & Lending,Lending Manager,"loan_underwriting,data_analytics",Digital & IT,Digital Banking Officer,"cybersecurity,digital_banking,customer_service",0.3,20.0,2,763.1,3.3
STF-01173,Private & Wealth,Private Banker,"leadership,sales_advisory,wealth_management",Private & Wealth,Relationship Manager,"customer_service,leadership,digital_banking",9.2,24.0,3,638.04,7.3
STF-01174,Retail Banking,Teller,"customer_service,branch_management,sales_advisory,teller_ops",Retail Banking,Teller,"teller_ops,customer_service,branch_management,forex_ops",6.7,19.0,3,701.65,10.5
STF-01175,Treasury & Markets,FX Dealer,"forex_ops,treasury_ops",Treasury & Markets,Treasury Analyst,"treasury_ops,forex_ops,data_analytics",13.4,17.0,3,983.84,9.5
STF-01176,Compliance & Risk,Compliance Officer,"leadership,cybersecurity,credit_risk,it_support",Compliance & Risk,AML Investigator,"leadership,aml_compliance,digital_banking",0.7,12.0,1,758.9,4.4
STF-01177,Credit & Lending,Credit Analyst,"loan_underwriting,data_analytics,credit_risk,aml_compliance",Digital & IT,Systems Administrator,"it_support,digital_banking,data_analytics",4.5,19.0,2,741.17,9.3
STF-01178,Treasury & Markets,Treasury Analyst,"data_analytics,credit_risk,treasury_ops,forex_ops,cybersecurity",Credit & Lending,Underwriter,"aml_compliance,credit_risk,branch_management",1.5,15.0,3,761.61,10.9
STF-01179,Credit & Lending,Lending Manager,"credit_risk,data_analytics,wealth_management",Retail Banking,Teller,"branch_management,sales_advisory,wealth_management",4.9,13.0,3,668.5,3.0
STF-01180,Retail Banking,Teller,"customer_service,branch_management,teller_ops,sales_advisory,leadership",Private & Wealth,Relationship Manager,"wealth_management,customer_service,leadership,credit_risk",6.4,21.0,3,727.33,10.3
STF-01181,Compliance & Risk,Compliance Officer,"cybersecurity,credit_risk,branch_management",Private & Wealth,Relationship Manager,"sales_advisory,customer_service,wealth_management,leadership",1.0,20.0,3,790.5,9.2
STF-01182,Private & Wealth,Private Banker,"customer_service,sales_advisory,wealth_management",Credit & Lending,Loan Officer,"aml_compliance,data_analytics,loan_underwriting",3.7,19.0,4,528.95,3.0
STF-01183,Retail Banking,Teller,"branch_management,customer_service,forex_ops",Retail Banking,Branch Officer,"teller_ops,customer_service,leadership",10.1,20.0,3,797.41,11.5
STF-01184,Private & Wealth,Relationship Manager,"leadership,customer_service",Compliance & Risk,Risk Analyst,"leadership,aml_compliance,customer_service",5.5,16.0,3,786.71,10.9
STF-01185,Retail Banking,Customer Service Rep,"customer_service,teller_ops,sales_advisory",Digital & IT,Digital Banking Officer,"cybersecurity,digital_banking,customer_service",5.0,22.0,2,1026.87,3.6
STF-01186,Retail Banking,Teller,"customer_service,sales_advisory,aml_compliance",Compliance & Risk,Risk Analyst,"aml_compliance,credit_risk",8.5,19.0,4,814.62,7.6
STF-01187,Private & Wealth,Wealth Advisor,"customer_service,leadership",Retail Banking,Customer Service Rep,"teller_ops,sales_advisory,customer_service,forex_ops",15.0,17.0,2,978.97,7.0
STF-01188,Private & Wealth,Wealth Advisor,"sales_advisory,customer_service,leadership,wealth_management",Private & Wealth,Wealth Advisor,"leadership,customer_service,wealth_management",12.4,13.0,3,863.88,0.0
STF-01189,Retail Banking,Teller,"customer_service,sales_advisory,teller_ops,wealth_management",Retail Banking,Teller,"sales_advisory,teller_ops,customer_service",3.7,17.0,2,675.11,1.2
STF-01190,Digital & IT,Digital Banking Officer,"it_support,data_analytics,digital_banking,wealth_management",Treasury & Markets,Markets Associate,"credit_risk,forex_ops,wealth_management",7.1,13.0,2,854.48,1.8
STF-01191,Digital & IT,Digital Banking Officer,"cybersecurity,digital_banking,teller_ops",Digital & IT,IT Support Analyst,"data_analytics,digital_banking,it_support,credit_risk",2.1,19.0,2,732.77,12.2
STF-01192,Compliance & Risk,AML Investigator,"aml_compliance,cybersecurity,leadership,credit_risk",Compliance & Risk,AML Investigator,"aml_compliance,credit_risk,cybersecurity",11.0,19.0,2,1036.95,5.1
STF-01193,Compliance & Risk,AML Investigator,"cybersecurity,credit_risk,aml_compliance",Compliance & Risk,AML Investigator,"cybersecurity,aml_compliance,leadership,forex_ops",4.7,19.0,2,893.24,10.9
STF-01194,Private & Wealth,Relationship Manager,"customer_service,leadership,sales_advisory,wealth_management",Treasury & Markets,FX Dealer,"forex_ops,treasury_ops,data_analytics,digital_banking",1.2,12.0,4,741.77,2.6
STF-01195,Treasury & Markets,FX Dealer,"credit_risk,data_analytics,treasury_ops,forex_ops,it_support",Treasury & Markets,Treasury Analyst,"treasury_ops,data_analytics",1.3,15.0,2,785.08,2.1
STF-01196,Credit & Lending,Loan Officer,"loan_underwriting,credit_risk,branch_management",Private & Wealth,Private Banker,"leadership,wealth_management",3.3,10.0,3,683.52,6.6
STF-01197,Compliance & Risk,AML Investigator,"cybersecurity,aml_compliance,credit_risk",Treasury & Markets,Markets Associate,"forex_ops,credit_risk,treasury_ops",1.8,24.0,4,677.57,5.7
STF-01198,Treasury & Markets,Treasury Analyst,"treasury_ops,forex_ops,data_analytics,credit_risk",Treasury & Markets,FX Dealer,"treasury_ops,data_analytics",6.8,15.0,5,786.11,9.7
STF-01199,Digital & IT,Systems Administrator,"it_support,data_analytics,digital_banking,cybersecurity,credit_risk",Digital & IT,Systems Administrator,"digital_banking,it_support",2.4,21.0,2,656.57,13.1
STF-01200,Digital & IT,IT Support Analyst,"data_analytics,cybersecurity,it_support",Digital & IT,Systems Administrator,"data_analytics,it_support,loan_underwriting",2.2,19.0,3,874.38,6.1
STF-01201,Digital & IT,IT Support Analyst,"data_analytics,cybersecurity,digital_banking",Digital & IT,IT Support Analyst,"digital_banking,data_analytics,credit_risk",1.0,23.0,2,718.31,3.0
STF-01202,Digital & IT,IT Support Analyst,"cybersecurity,it_support,digital_banking,data_analytics",Digital & IT,Systems Administrator,"digital_banking,data_analytics,cybersecurity,branch_management",1.9,17.0,2,925.09,5.8
STF-01203,Digital & IT,IT Support Analyst,"digital_banking,it_support,data_analytics,cybersecurity,sales_advisory",Digital & IT,Digital Banking Officer,"digital_banking,it_support,data_analytics,sales_advisory",2.3,14.0,3,699.63,3.1
STF-01204,Compliance & Risk,Compliance Officer,"credit_risk,aml_compliance,cybersecurity,customer_service",Retail Banking,Branch Supervisor,"sales_advisory,customer_service,teller_ops,forex_ops",7.9,17.0,2,822.55,5.6
STF-01205,Private & Wealth,Wealth Advisor,"wealth_management,sales_advisory",Credit & Lending,Lending Manager,"credit_risk,loan_underwriting,teller_ops",1.3,22.0,1,787.71,3.5
STF-01206,Compliance & Risk,AML Investigator,"aml_compliance,leadership,cybersecurity,credit_risk,it_support",Compliance & Risk,AML Investigator,"cybersecurity,aml_compliance,credit_risk,treasury_ops",2.2,15.0,2,827.97,4.0
STF-01207,Compliance & Risk,AML Investigator,"credit_risk,aml_compliance,leadership,cybersecurity",Compliance & Risk,Compliance Officer,"cybersecurity,leadership,aml_compliance,forex_ops",4.5,20.0,4,953.23,0.0
STF-01208,Private & Wealth,Relationship Manager,"customer_service,wealth_management",Treasury & Markets,Treasury Analyst,"forex_ops,treasury_ops",2.0,28.0,2,706.21,4.9
STF-01209,Retail Banking,Branch Officer,"teller_ops,branch_management,credit_risk",Private & Wealth,Wealth Advisor,"wealth_management,leadership",8.8,17.0,2,1015.56,4.9
STF-01210,Treasury & Markets,Markets Associate,"credit_risk,treasury_ops,data_analytics",Treasury & Markets,FX Dealer,"credit_risk,data_analytics,aml_compliance",2.8,15.0,3,888.19,8.3
STF-01211,Private & Wealth,Relationship Manager,"sales_advisory,wealth_management,branch_management",Private & Wealth,Relationship Manager,"leadership,sales_advisory",5.0,18.0,3,670.42,12.0
STF-01212,Retail Banking,Teller,"customer_service,sales_advisory",Retail Banking,Customer Service Rep,"sales_advisory,customer_service,wealth_management",6.3,23.0,2,789.39,4.3
STF-01213,Retail Banking,Branch Officer,"branch_management,customer_service,sales_advisory",Retail Banking,Branch Officer,"branch_management,sales_advisory,teller_ops",2.8,19.0,3,863.32,3.8
STF-01214,Digital & IT,Systems Administrator,"data_analytics,cybersecurity,digital_banking,wealth_management",Digital & IT,Systems Administrator,"digital_banking,cybersecurity",3.0,23.0,2,797.27,0.0
STF-01215,Retail Banking,Teller,"teller_ops,customer_service",Treasury & Markets,Markets Associate,"data_analytics,credit_risk",1.8,18.0,3,773.0,7.8
STF-01216,Private & Wealth,Wealth Advisor,"wealth_management,sales_advisory,customer_service,forex_ops",Private & Wealth,Relationship Manager,"leadership,sales_advisory",3.3,14.0,3,699.61,0.0
STF-01217,Treasury & Markets,FX Dealer,"credit_risk,data_analytics,treasury_ops,forex_ops",Compliance & Risk,Risk Analyst,"aml_compliance,cybersecurity,leadership,credit_risk",1.7,15.0,2,663.21,14.5
STF-01218,Credit & Lending,Credit Analyst,"data_analytics,aml_compliance,loan_underwriting",Private & Wealth,Private Banker,"leadership,wealth_management",4.0,24.0,2,661.85,4.2
STF-01219,Digital & IT,IT Support Analyst,"it_support,cybersecurity,data_analytics,treasury_ops",Digital & IT,Systems Administrator,"data_analytics,digital_banking,cybersecurity,leadership",7.5,16.0,4,888.45,7.8
STF-01220,Compliance & Risk,Risk Analyst,"cybersecurity,credit_risk",Compliance & Risk,Risk Analyst,"credit_risk,cybersecurity,treasury_ops",9.2,25.0,3,858.95,10.8
STF-01221,Credit & Lending,Lending Manager,"data_analytics,credit_risk,cybersecurity",Credit & Lending,Loan Officer,"aml_compliance,data_analytics,loan_underwriting",3.1,18.0,3,510.2,4.2
STF-01222,Private & Wealth,Wealth Advisor,"sales_advisory,customer_service,leadership",Private & Wealth,Relationship Manager,"sales_advisory,leadership,wealth_management",5.0,14.0,3,620.13,3.9
STF-01223,Credit & Lending,Lending Manager,"aml_compliance,credit_risk",Digital & IT,IT Support Analyst,"it_support,data_analytics",1.4,21.0,2,703.22,8.6
STF-01224,Retail Banking,Customer Service Rep,"sales_advisory,teller_ops,customer_service,branch_management",Retail Banking,Customer Service Rep,"branch_management,sales_advisory,customer_service,it_support",1.8,20.0,3,664.17,0.3
STF-01225,Treasury & Markets,FX Dealer,"data_analytics,forex_ops,treasury_ops,credit_risk",Treasury & Markets,Treasury Analyst,"data_analytics,forex_ops,treasury_ops",5.4,24.0,3,832.21,8.4
STF-01226,Compliance & Risk,Compliance Officer,"credit_risk,leadership,aml_compliance,cybersecurity",Treasury & Markets,Markets Associate,"data_analytics,forex_ops,treasury_ops,leadership",4.8,20.0,2,852.17,4.2
STF-01227,Credit & Lending,Underwriter,"aml_compliance,loan_underwriting",Credit & Lending,Lending Manager,"loan_underwriting,credit_risk,it_support",3.4,22.0,2,696.07,7.8
STF-01228,Private & Wealth,Relationship Manager,"customer_service,leadership",Credit & Lending,Credit Analyst,"aml_compliance,data_analytics,credit_risk",3.1,16.0,2,680.16,0.7
STF-01229,Private & Wealth,Relationship Manager,"wealth_management,leadership",Private & Wealth,Wealth Advisor,"wealth_management,sales_advisory,customer_service",4.9,19.0,4,477.34,12.9
STF-01230,Private & Wealth,Private Banker,"customer_service,sales_advisory",Private & Wealth,Relationship Manager,"customer_service,leadership",2.5,24.0,4,784.8,9.7
STF-01231,Private & Wealth,Private Banker,"sales_advisory,wealth_management",Private & Wealth,Wealth Advisor,"sales_advisory,customer_service,wealth_management",1.9,18.0,3,946.25,0.0
STF-01232,Retail Banking,Customer Service Rep,"sales_advisory,teller_ops,customer_service,branch_management,loan_underwriting",Retail Banking,Branch Supervisor,"sales_advisory,branch_management,customer_service,credit_risk",3.2,18.0,4,616.55,2.5
STF-01233,Credit & Lending,Lending Manager,"data_analytics,loan_underwriting,leadership",Credit & Lending,Lending Manager,"aml_compliance,loan_underwriting",7.0,17.0,3,801.3,3.8
STF-01234,Treasury & Markets,Treasury Analyst,"treasury_ops,credit_risk",Credit & Lending,Underwriter,"data_analytics,aml_compliance,credit_risk",3.9,22.0,3,433.08,6.3
STF-01235,Compliance & Risk,Compliance Officer,"leadership,credit_risk,aml_compliance",Compliance & Risk,Risk Analyst,"credit_risk,cybersecurity,leadership",4.9,15.0,3,840.01,5.3
STF-01236,Retail Banking,Branch Officer,"teller_ops,sales_advisory,customer_service",Treasury & Markets,FX Dealer,"forex_ops,credit_risk",3.6,22.0,3,920.47,0.0
STF-01237,Retail Banking,Customer Service Rep,"branch_management,teller_ops,sales_advisory,customer_service",Retail Banking,Branch Officer,"customer_service,branch_management,teller_ops",5.1,22.0,4,831.2,10.1
STF-01238,Credit & Lending,Lending Manager,"credit_risk,loan_underwriting,data_analytics,aml_compliance",Retail Banking,Branch Supervisor,"customer_service,branch_management,teller_ops,digital_banking",0.8,14.0,2,682.88,3.1
STF-01239,Treasury & Markets,Treasury Analyst,"data_analytics,treasury_ops,cybersecurity",Treasury & Markets,FX Dealer,"treasury_ops,forex_ops",4.5,19.0,3,828.33,2.1
STF-01240,Private & Wealth,Wealth Advisor,"customer_service,leadership,sales_advisory",Treasury & Markets,Treasury Analyst,"forex_ops,treasury_ops,cybersecurity",3.8,20.0,3,731.73,5.8
STF-01241,Private & Wealth,Private Banker,"customer_service,sales_advisory,leadership",Private & Wealth,Relationship Manager,"customer_service,sales_advisory",1.2,15.0,2,670.43,0.0
STF-01242,Credit & Lending,Loan Officer,"aml_compliance,data_analytics,credit_risk",Credit & Lending,Lending Manager,"data_analytics,credit_risk,loan_underwriting",3.2,12.0,3,717.01,11.4
STF-01243,Compliance & Risk,Compliance Officer,"leadership,credit_risk,aml_compliance,cybersecurity",Retail Banking,Branch Officer,"sales_advisory,customer_service,aml_compliance",3.0,22.0,2,772.44,8.7
STF-01244,Credit & Lending,Lending Manager,"credit_risk,loan_underwriting,data_analytics",Treasury & Markets,Treasury Analyst,"data_analytics,treasury_ops,leadership",3.4,14.0,3,808.56,10.6
STF-01245,Compliance & Risk,Risk Analyst,"leadership,aml_compliance,cybersecurity,forex_ops",Compliance & Risk,Risk Analyst,"cybersecurity,credit_risk,aml_compliance",1.6,17.0,3,845.08,4.9
STF-01246,Retail Banking,Branch Supervisor,"teller_ops,customer_service,branch_management,sales_advisory,leadership",Retail Banking,Branch Officer,"teller_ops,sales_advisory,customer_service",2.8,18.0,3,588.25,4.4
STF-01247,Compliance & Risk,AML Investigator,"aml_compliance,credit_risk,cybersecurity",Compliance & Risk,Compliance Officer,"cybersecurity,leadership,aml_compliance",4.7,23.0,3,801.47,8.1
STF-01248,Compliance & Risk,Compliance Officer,"aml_compliance,leadership,loan_underwriting",Digital & IT,IT Support Analyst,"cybersecurity,it_support",2.1,20.0,4,795.88,12.6
STF-01249,Retail Banking,Teller,"branch_management,teller_ops,customer_service",Retail Banking,Branch Supervisor,"customer_service,branch_management,teller_ops",2.8,19.0,4,709.63,5.8
STF-01250,Retail Banking,Branch Supervisor,"sales_advisory,teller_ops,branch_management",Private & Wealth,Relationship Manager,"leadership,wealth_management,customer_service,credit_risk",1.9,20.0,4,492.9,10.7
STF-01251,Credit & Lending,Lending Manager,"data_analytics,loan_underwriting,branch_management",Credit & Lending,Underwriter,"data_analytics,aml_compliance,loan_underwriting,forex_ops",3.6,22.0,2,532.97,9.1
STF-01252,Digital & IT,Digital Banking Officer,"it_support,data_analytics,digital_banking",Digital & IT,IT Support Analyst,"it_support,cybersecurity",0.7,25.0,2,579.85,13.8
STF-01253,Retail Banking,Customer Service Rep,"sales_advisory,branch_management",Retail Banking,Branch Officer,"teller_ops,sales_advisory,branch_management,customer_service",8.3,14.0,3,840.58,0.0
STF-01254,Private & Wealth,Private Banker,"leadership,sales_advisory,credit_risk",Private & Wealth,Private Banker,"wealth_management,leadership,customer_service",1.8,17.0,3,749.24,3.3
STF-01255,Treasury & Markets,Markets Associate,"treasury_ops,forex_ops",Digital & IT,Digital Banking Officer,"it_support,data_analytics",9.9,18.0,3,860.41,4.4
STF-01256,Private & Wealth,Wealth Advisor,"wealth_management,leadership",Private & Wealth,Wealth Advisor,"wealth_management,sales_advisory",4.0,17.0,4,735.3,3.3
STF-01257,Digital & IT,Systems Administrator,"cybersecurity,digital_banking",Treasury & Markets,FX Dealer,"data_analytics,forex_ops,credit_risk,digital_banking",5.5,15.0,2,904.51,3.1
STF-01258,Digital & IT,Digital Banking Officer,"cybersecurity,digital_banking,leadership",Digital & IT,Digital Banking Officer,"data_analytics,digital_banking",1.9,18.0,2,686.45,9.9
STF-01259,Private & Wealth,Relationship Manager,"sales_advisory,leadership,wealth_management",Private & Wealth,Private Banker,"customer_service,wealth_management",1.5,16.0,3,643.0,3.2
STF-01260,Private & Wealth,Private Banker,"leadership,sales_advisory,it_support",Private & Wealth,Private Banker,"sales_advisory,wealth_management,aml_compliance",16.1,20.0,1,1307.37,4.8
STF-01261,Compliance & Risk,AML Investigator,"cybersecurity,credit_risk",Treasury & Markets,FX Dealer,"forex_ops,treasury_ops",3.6,9.0,3,648.12,2.9
STF-01262,Credit & Lending,Credit Analyst,"aml_compliance,loan_underwriting,data_analytics,digital_banking",Credit & Lending,Credit Analyst,"credit_risk,data_analytics,aml_compliance",7.2,17.0,2,699.83,9.1
STF-01263,Credit & Lending,Credit Analyst,"credit_risk,data_analytics,loan_underwriting,aml_compliance",Compliance & Risk,Risk Analyst,"credit_risk,aml_compliance",2.0,16.0,3,771.78,11.2
STF-01264,Retail Banking,Branch Supervisor,"teller_ops,sales_advisory,data_analytics",Compliance & Risk,Compliance Officer,"leadership,aml_compliance,credit_risk",11.2,19.0,3,836.17,10.1
STF-01265,Retail Banking,Branch Officer,"customer_service,branch_management,teller_ops,sales_advisory",Compliance & Risk,Compliance Officer,"leadership,credit_risk",9.1,17.0,4,804.28,5.8
STF-01266,Treasury & Markets,FX Dealer,"forex_ops,treasury_ops",Treasury & Markets,Markets Associate,"treasury_ops,credit_risk",2.7,15.0,4,658.11,9.9
STF-01267,Credit & Lending,Credit Analyst,"loan_underwriting,credit_risk",Credit & Lending,Underwriter,"data_analytics,credit_risk,aml_compliance",7.3,22.0,2,998.99,7.3
STF-01268,Retail Banking,Branch Supervisor,"customer_service,teller_ops",Private & Wealth,Private Banker,"wealth_management,sales_advisory",9.7,19.0,2,775.29,12.2
STF-01269,Private & Wealth,Relationship Manager,"leadership,customer_service,sales_advisory,wealth_management,data_analytics",Credit & Lending,Underwriter,"data_analytics,loan_underwriting,it_support",11.1,12.0,2,832.43,4.4
STF-01270,Digital & IT,IT Support Analyst,"data_analytics,it_support,digital_banking,cybersecurity",Digital & IT,IT Support Analyst,"data_analytics,cybersecurity,digital_banking,teller_ops",1.0,21.0,3,782.17,5.0
STF-01271,Credit & Lending,Credit Analyst,"loan_underwriting,data_analytics,credit_risk",Digital & IT,IT Support Analyst,"cybersecurity,it_support",4.1,17.0,3,856.13,3.4
STF-01272,Retail Banking,Customer Service Rep,"branch_management,sales_advisory,teller_ops,customer_service",Credit & Lending,Loan Officer,"credit_risk,data_analytics,loan_underwriting",0.5,18.0,3,726.07,1.7
STF-01273,Retail Banking,Branch Officer,"sales_advisory,branch_management,customer_service",Retail Banking,Customer Service Rep,"sales_advisory,customer_service,cybersecurity",0.6,15.0,3,796.5,7.3
